162.159.141.48,NRT,Asia Pacific,Tokyo,81 ms
162.159.142.45,NRT,Asia Pacific,Tokyo,84 ms
104.18.34.111,HKG,Asia Pacific,Hong Kong,88 ms
162.159.138.120,NRT,Asia Pacific,Tokyo,90 ms
162.159.133.121,NRT,Asia Pacific,Tokyo,90 ms
