172.67.13.220,FRA,Europe,Frankfurt,231 ms
172.67.1.103,FRA,Europe,Frankfurt,234 ms
172.67.2.244,FRA,Europe,Frankfurt,234 ms
104.18.125.152,FRA,Europe,Frankfurt,235 ms
172.67.9.164,FRA,Europe,Frankfurt,236 ms
